Number of lanes, Number of vehicles on the sidelines, Chance of congestion,Chance of weather disruptions,trains?,pointer Harr
2,2,50,40,0,0000000000003110
2,2,50,40,1,0000000000003118
2,2,50,50,0,0000000000003120
2,2,50,50,1,0000000000003128
2,2,50,60,0,0000000000003130
2,2,50,60,1,0000000000003138
2,2,50,70,0,0000000000003140
2,2,50,70,1,0000000000003148
2,2,50,80,0,0000000000003150
2,2,50,80,1,0000000000003158
2,2,50,90,0,0000000000003160
2,2,50,90,1,0000000000003168
2,2,50,100,0,0000000000003170
2,2,50,100,1,0000000000003178
2,2,60,0,0,0000000000003180
2,2,60,0,1,0000000000003188
2,2,60,10,0,0000000000003190
2,2,60,10,1,0000000000003198
2,2,60,20,0,00000000000031a0
2,2,60,20,1,00000000000031a8
2,2,60,30,0,00000000000031b0
2,2,60,30,1,00000000000031b8
2,2,60,40,0,00000000000031c0
2,2,60,40,1,00000000000031c8
2,2,60,50,0,00000000000031d0
2,2,60,50,1,00000000000031d8
2,2,60,60,0,00000000000031e0
2,2,60,60,1,00000000000031e8
2,2,60,70,0,00000000000031f0
2,2,60,70,1,00000000000031f8
2,2,60,80,0,0000000000003200
2,2,60,80,1,0000000000003208
2,2,60,90,0,0000000000003210
2,2,60,90,1,0000000000003218
2,2,60,100,0,0000000000003220
2,2,60,100,1,0000000000003228
2,2,70,0,0,0000000000003230
2,2,70,0,1,0000000000003238
2,2,70,10,0,0000000000003240
2,2,70,10,1,0000000000003248
2,2,70,20,0,0000000000003250
2,2,70,20,1,0000000000003258
2,2,70,30,0,0000000000003260
2,2,70,30,1,0000000000003268
2,2,70,40,0,0000000000003270
2,2,70,40,1,0000000000003278
2,2,70,50,0,0000000000003280
2,2,70,50,1,0000000000003288
2,2,70,60,0,0000000000003290
2,2,70,60,1,0000000000003298
2,2,70,70,0,00000000000032a0
2,2,70,70,1,00000000000032a8
2,2,70,80,0,00000000000032b0
2,2,70,80,1,00000000000032b8
2,2,70,90,0,00000000000032c0
2,2,70,90,1,00000000000032c8
2,2,70,100,0,00000000000032d0
2,2,70,100,1,00000000000032d8
2,2,80,0,0,00000000000032e0
2,2,80,0,1,00000000000032e8
2,2,80,10,0,00000000000032f0
2,2,80,10,1,00000000000032f8
2,2,80,20,0,0000000000003300
2,2,80,20,1,0000000000003308
2,2,80,30,0,0000000000003310
2,2,80,30,1,0000000000003318
2,2,80,40,0,0000000000003320
2,2,80,40,1,0000000000003328
2,2,80,50,0,0000000000003330
2,2,80,50,1,0000000000003338
2,2,80,60,0,0000000000003340
2,2,80,60,1,0000000000003348
2,2,80,70,0,0000000000003350
2,2,80,70,1,0000000000003358
2,2,80,80,0,0000000000003360
2,2,80,80,1,0000000000003368
2,2,80,90,0,0000000000003370
2,2,80,90,1,0000000000003378
2,2,80,100,0,0000000000003380
2,2,80,100,1,0000000000003388
2,2,90,0,0,0000000000003390
2,2,90,0,1,0000000000003398
2,2,90,10,0,00000000000033a0
2,2,90,10,1,00000000000033a8
2,2,90,20,0,00000000000033b0
2,2,90,20,1,00000000000033b8
2,2,90,30,0,00000000000033c0
2,2,90,30,1,00000000000033c8
2,2,90,40,0,00000000000033d0
2,2,90,40,1,00000000000033d8
2,2,90,50,0,00000000000033e0
2,2,90,50,1,00000000000033e8
2,2,90,60,0,00000000000033f0
2,2,90,60,1,00000000000033f8
2,2,90,70,0,0000000000003400
2,2,90,70,1,0000000000003408
2,2,90,80,0,0000000000003410
2,2,90,80,1,0000000000003418
2,2,90,90,0,0000000000003420
2,2,90,90,1,0000000000003428
2,2,90,100,0,0000000000003430
2,2,90,100,1,0000000000003438
2,2,100,0,0,0000000000003440
2,2,100,0,1,0000000000003448
2,2,100,10,0,0000000000003450
2,2,100,10,1,0000000000003458
2,2,100,20,0,0000000000003460
2,2,100,20,1,0000000000003468
2,2,100,30,0,0000000000003470
2,2,100,30,1,0000000000003478
2,2,100,40,0,0000000000003480
2,2,100,40,1,0000000000003488
2,2,100,50,0,0000000000003490
2,2,100,50,1,0000000000003498
2,2,100,60,0,00000000000034a0
2,2,100,60,1,00000000000034a8
2,2,100,70,0,00000000000034b0
2,2,100,70,1,00000000000034b8
2,2,100,80,0,00000000000034c0
2,2,100,80,1,00000000000034c8
2,2,100,90,0,00000000000034d0
2,2,100,90,1,00000000000034d8
2,2,100,100,0,00000000000034e0
2,2,100,100,1,00000000000034e8
2,3,0,0,0,00000000000034f0
2,3,0,0,1,00000000000034f8
2,3,0,10,0,0000000000003500
2,3,0,10,1,0000000000003508
2,3,0,20,0,0000000000003510
2,3,0,20,1,0000000000003518
2,3,0,30,0,0000000000003520
2,3,0,30,1,0000000000003528
2,3,0,40,0,0000000000003530
2,3,0,40,1,0000000000003538
2,3,0,50,0,0000000000003540
2,3,0,50,1,0000000000003548
2,3,0,60,0,0000000000003550
2,3,0,60,1,0000000000003558
2,3,0,70,0,0000000000003560
2,3,0,70,1,0000000000003568
2,3,0,80,0,0000000000003570
2,3,0,80,1,0000000000003578
2,3,0,90,0,0000000000003580
2,3,0,90,1,0000000000003588
2,3,0,100,0,0000000000003590
2,3,0,100,1,0000000000003598
2,3,10,0,0,00000000000035a0
2,3,10,0,1,00000000000035a8
2,3,10,10,0,00000000000035b0
2,3,10,10,1,00000000000035b8
2,3,10,20,0,00000000000035c0
2,3,10,20,1,00000000000035c8
2,3,10,30,0,00000000000035d0
2,3,10,30,1,00000000000035d8
2,3,10,40,0,00000000000035e0
2,3,10,40,1,00000000000035e8
2,3,10,50,0,00000000000035f0
2,3,10,50,1,00000000000035f8
2,3,10,60,0,0000000000003600
2,3,10,60,1,0000000000003608
2,3,10,70,0,0000000000003610
2,3,10,70,1,0000000000003618
2,3,10,80,0,0000000000003620
2,3,10,80,1,0000000000003628
2,3,10,90,0,0000000000003630
2,3,10,90,1,0000000000003638
2,3,10,100,0,0000000000003640
2,3,10,100,1,0000000000003648
2,3,20,0,0,0000000000003650
2,3,20,0,1,0000000000003658
2,3,20,10,0,0000000000003660
2,3,20,10,1,0000000000003668
2,3,20,20,0,0000000000003670
2,3,20,20,1,0000000000003678
2,3,20,30,0,0000000000003680
2,3,20,30,1,0000000000003688
2,3,20,40,0,0000000000003690
2,3,20,40,1,0000000000003698
2,3,20,50,0,00000000000036a0
2,3,20,50,1,00000000000036a8
2,3,20,60,0,00000000000036b0
2,3,20,60,1,00000000000036b8
2,3,20,70,0,00000000000036c0
2,3,20,70,1,00000000000036c8
2,3,20,80,0,00000000000036d0
2,3,20,80,1,00000000000036d8
2,3,20,90,0,00000000000036e0
2,3,20,90,1,00000000000036e8
2,3,20,100,0,00000000000036f0
2,3,20,100,1,00000000000036f8
2,3,30,0,0,0000000000003700
2,3,30,0,1,0000000000003708
2,3,30,10,0,0000000000003710
2,3,30,10,1,0000000000003718
2,3,30,20,0,0000000000003720
2,3,30,20,1,0000000000003728
2,3,30,30,0,0000000000003730
2,3,30,30,1,0000000000003738
2,3,30,40,0,0000000000003740
2,3,30,40,1,0000000000003748
2,3,30,50,0,0000000000003750
2,3,30,50,1,0000000000003758
2,3,30,60,0,0000000000003760
2,3,30,60,1,0000000000003768
2,3,30,70,0,0000000000003770
2,3,30,70,1,0000000000003778
2,3,30,80,0,0000000000003780
2,3,30,80,1,0000000000003788
2,3,30,90,0,0000000000003790
2,3,30,90,1,0000000000003798
2,3,30,100,0,00000000000037a0
2,3,30,100,1,00000000000037a8
2,3,40,0,0,00000000000037b0
2,3,40,0,1,00000000000037b8
2,3,40,10,0,00000000000037c0
2,3,40,10,1,00000000000037c8
2,3,40,20,0,00000000000037d0
2,3,40,20,1,00000000000037d8
2,3,40,30,0,00000000000037e0
2,3,40,30,1,00000000000037e8
2,3,40,40,0,00000000000037f0
2,3,40,40,1,00000000000037f8
2,3,40,50,0,0000000000003800
2,3,40,50,1,0000000000003808
2,3,40,60,0,0000000000003810
2,3,40,60,1,0000000000003818
2,3,40,70,0,0000000000003820
2,3,40,70,1,0000000000003828
2,3,40,80,0,0000000000003830
2,3,40,80,1,0000000000003838
2,3,40,90,0,0000000000003840
2,3,40,90,1,0000000000003848
2,3,40,100,0,0000000000003850
2,3,40,100,1,0000000000003858
2,3,50,0,0,0000000000003860
2,3,50,0,1,0000000000003868
2,3,50,10,0,0000000000003870
2,3,50,10,1,0000000000003878
2,3,50,20,0,0000000000003880
2,3,50,20,1,0000000000003888
2,3,50,30,0,0000000000003890
2,3,50,30,1,0000000000003898
2,3,50,40,0,00000000000038a0
2,3,50,40,1,00000000000038a8
2,3,50,50,0,00000000000038b0
2,3,50,50,1,00000000000038b8
2,3,50,60,0,00000000000038c0
2,3,50,60,1,00000000000038c8
2,3,50,70,0,00000000000038d0
2,3,50,70,1,00000000000038d8
2,3,50,80,0,00000000000038e0
2,3,50,80,1,00000000000038e8
2,3,50,90,0,00000000000038f0
2,3,50,90,1,00000000000038f8
2,3,50,100,0,0000000000003900
2,3,50,100,1,0000000000003908
2,3,60,0,0,0000000000003910
2,3,60,0,1,0000000000003918
2,3,60,10,0,0000000000003920
2,3,60,10,1,0000000000003928
2,3,60,20,0,0000000000003930
2,3,60,20,1,0000000000003938
2,3,60,30,0,0000000000003940
2,3,60,30,1,0000000000003948
2,3,60,40,0,0000000000003950
2,3,60,40,1,0000000000003958
2,3,60,50,0,0000000000003960
2,3,60,50,1,0000000000003968
2,3,60,60,0,0000000000003970
2,3,60,60,1,0000000000003978
2,3,60,70,0,0000000000003980
2,3,60,70,1,0000000000003988
2,3,60,80,0,0000000000003990
2,3,60,80,1,0000000000003998
2,3,60,90,0,00000000000039a0
2,3,60,90,1,00000000000039a8
2,3,60,100,0,00000000000039b0
2,3,60,100,1,00000000000039b8
2,3,70,0,0,00000000000039c0
2,3,70,0,1,00000000000039c8
2,3,70,10,0,00000000000039d0
2,3,70,10,1,00000000000039d8
2,3,70,20,0,00000000000039e0
2,3,70,20,1,00000000000039e8
2,3,70,30,0,00000000000039f0
2,3,70,30,1,00000000000039f8
2,3,70,40,0,0000000000003a00
2,3,70,40,1,0000000000003a08
2,3,70,50,0,0000000000003a10
2,3,70,50,1,0000000000003a18
2,3,70,60,0,0000000000003a20
2,3,70,60,1,0000000000003a28
2,3,70,70,0,0000000000003a30
2,3,70,70,1,0000000000003a38
2,3,70,80,0,0000000000003a40
2,3,70,80,1,0000000000003a48
2,3,70,90,0,0000000000003a50
2,3,70,90,1,0000000000003a58
2,3,70,100,0,0000000000003a60
2,3,70,100,1,0000000000003a68
2,3,80,0,0,0000000000003a70
2,3,80,0,1,0000000000003a78
2,3,80,10,0,0000000000003a80
2,3,80,10,1,0000000000003a88
2,3,80,20,0,0000000000003a90
2,3,80,20,1,0000000000003a98
2,3,80,30,0,0000000000003aa0
2,3,80,30,1,0000000000003aa8
2,3,80,40,0,0000000000003ab0
2,3,80,40,1,0000000000003ab8
2,3,80,50,0,0000000000003ac0
2,3,80,50,1,0000000000003ac8
2,3,80,60,0,0000000000003ad0
2,3,80,60,1,0000000000003ad8
2,3,80,70,0,0000000000003ae0
2,3,80,70,1,0000000000003ae8
2,3,80,80,0,0000000000003af0
2,3,80,80,1,0000000000003af8
2,3,80,90,0,0000000000003b00
2,3,80,90,1,0000000000003b08
2,3,80,100,0,0000000000003b10
2,3,80,100,1,0000000000003b18
2,3,90,0,0,0000000000003b20
2,3,90,0,1,0000000000003b28
2,3,90,10,0,0000000000003b30
2,3,90,10,1,0000000000003b38
2,3,90,20,0,0000000000003b40
2,3,90,20,1,0000000000003b48
2,3,90,30,0,0000000000003b50
2,3,90,30,1,0000000000003b58
2,3,90,40,0,0000000000003b60
2,3,90,40,1,0000000000003b68
2,3,90,50,0,0000000000003b70
2,3,90,50,1,0000000000003b78
2,3,90,60,0,0000000000003b80
2,3,90,60,1,0000000000003b88
2,3,90,70,0,0000000000003b90
2,3,90,70,1,0000000000003b98
2,3,90,80,0,0000000000003ba0
2,3,90,80,1,0000000000003ba8
2,3,90,90,0,0000000000003bb0
2,3,90,90,1,0000000000003bb8
2,3,90,100,0,0000000000003bc0
2,3,90,100,1,0000000000003bc8
2,3,100,0,0,0000000000003bd0
2,3,100,0,1,0000000000003bd8
2,3,100,10,0,0000000000003be0
2,3,100,10,1,0000000000003be8
2,3,100,20,0,0000000000003bf0
2,3,100,20,1,0000000000003bf8
2,3,100,30,0,0000000000003c00
2,3,100,30,1,0000000000003c08
2,3,100,40,0,0000000000003c10
2,3,100,40,1,0000000000003c18
2,3,100,50,0,0000000000003c20
2,3,100,50,1,0000000000003c28
2,3,100,60,0,0000000000003c30
2,3,100,60,1,0000000000003c38
2,3,100,70,0,0000000000003c40
2,3,100,70,1,0000000000003c48
2,3,100,80,0,0000000000003c50
2,3,100,80,1,0000000000003c58
2,3,100,90,0,0000000000003c60
2,3,100,90,1,0000000000003c68
2,3,100,100,0,0000000000003c70
2,3,100,100,1,0000000000003c78
